Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30531-1382,1,Transdev Alternative Services,1-Day,,,Oct-21,SADHW2S13M1, ,N/A,Jaguar,I-Pace, ,2021, ,db1aad21cae0c5d,10779, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,Waymo LLC, , , , ,Y, , , ,,Oct-21, ,Oct-21,15:51, ,2be0d6e1e9a8d23,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,No,, ,Yes,, ,, ,, ,Yes, ,"On October [XXX], 2021 at 3:51 PM PDT a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV at [XXX] at [XXX]. 
The Waymo AV was traveling in autonomous mode westbound on [XXX] / [XXX] when it stopped for pedestrians who were in a crosswalk and between the westbound and eastbound lanes of [XXX]. An SUV following behind the Waymo AV struck the rear of the Waymo AV. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood. 
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was stopped for pedestrians when the impact occurred. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to Waymo LLC report: WaymoLLC-202110[XXX]-0 (rev.202110[XXXX]172410).", 
30270-1371,1,Waymo LLC,1-Day,,,Oct-21,SADHW2S13M1, ,N/A,Jaguar,I-Pace, ,2021, ,db1aad21cae0c5d,10779, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Oct-21, ,Oct-21,15:51, ,2be0d6e1e9a8d23,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On October [XXX], 2021 at 3:51 PM PDT a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV at [XXX] at [XXX]. 
The Waymo AV was traveling in autonomous mode westbound on [XXX] / [XXX] when it stopped for pedestrians who were in a crosswalk and between the westbound and eastbound lanes of [XXX]. An SUV following behind the Waymo AV struck the rear of the Waymo AV. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was stopped for pedestrians when the impact occurred. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30531-1328,1,Transdev Alternative Services,Monthly,8,2021,Sep-21,SADHW2S1XM1, ,N/A,Jaguar,I-Pace, ,2021, ,80e3ad40ec485bc,5582, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,"Waymo, LLC.", , , , ,Y, , , ,,Aug-21, ,Aug-21,7:30, ,d5901cab90a4303,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Passing,Unknown,Unknown, , , , , , , ,Y, , , ,Entering Traffic,No,No,Yes,8, , , ,Y, , , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 7:30 AM PDT, a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a pickup near the intersection of [XXX] at [XXX]. The Waymo AV was stopped near the end of [XXX] toward [XXX] after having executed a pull-over in autonomous mode, at which time the operator of the Waymo AV took manual control of the Waymo
AV and proceeded into the driving lane. The Waymo AV then made contact with the right rear fender of a pickup passing the Waymo AV on the left side. Both vehicles incurred minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available.", 
30531-1327,1,Transdev Alternative Services,Monthly,8,2021,Sep-21,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,f6ce80fd458f116,2466, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,"Waymo, LLC.", , , , ,Y, , , ,,Aug-21, ,Aug-21,16:15, ,93ff2213b39d943,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Snow / Slush / Ice,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 4:15 PM PDT, a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco was in a collision involving a pickup at [XXX] and [XXX]. The Waymo AV was stopped at a red light in autonomous mode when the pickup behind the Waymo AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The
pickup appeared to sustain minor scuffing.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting
with additional information as it may become available.", 
30531-1326,1,Transdev Alternative Services,Monthly,8,2021,Sep-21,SADHW2S13M1, ,N/A,Jaguar,I-Pace, ,2021, ,016d002b046c9c8,2500, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,"Waymo, LLC.", , , , ,Y, , , ,,Aug-21, ,Aug-21,8:04, ,c882936e5c7827a,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight, , ,Y, , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , , , , ,Proceeding Straight,No,No,Yes,2, , , , , , , , , , ,Y, , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 8:04 AM PDT, a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco was in a collision involving a van at [XXX] and [XXX]. While in manual mode and traveling northwest on [XXX], the Waymo AV was approaching slower lead traffic at the stop sign intersection at [XXX]. As the Waymo AV's operator (in the driver's seating position)
slowed the Waymo AV, a van made contact with the rear of the Waymo AV. The Waymo AV sustained minor damage to the underside of its rear bumper; the van did not appear to sustain damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available.", 
30531-1191,3,Transdev Alternative Services,Monthly Update,9,2021,Sep-21,SADHW2S12M1, ,N/A,Jaguar,I-Pace, ,2021, ,68397cbf53d7d3b,,Y,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,"Waymo, LLC.", , ,Y, , , , , ,,Aug-21, ,Aug-21,17:41, ,930d0910bc2916c,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,,Y,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Parked,No,No, ,Y, , , , , , , , , ,Backing,No,Yes,Yes,2, , , , , , , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 5:21PM, PDT, Waymo autonomous vehicles (Waymo AV) operating in San Francisco, was involved in a collision with a parked unoccupied passenger vehicle at [XXX]. While performing a multi point turn and the North end of [XXX] (a dead end read) the Waymo AV was in reverse at approximately 2mph, when it made contact with front driver side door of the the unoccupied parked passenger vehicle. The Waymo AV was in autonomous mode just before making contact, when the test drivers transitioned the vehicle back to manual mode. The contact caused minor scuffing and a small dent to the door handle on the drivers side door, and minor damage to the plastic sensor housing of the Waymo AV's rear passenger side. 
Transdev Alternative Services is reporting this under the request of No. 1 of the Standing General Order 2021-01 also as a duplicate report to the report submitted by Waymo LLC-202108[XXX]-0 (rev. 202109[XXX]223124). Transdev may correct or supplement it's reporting with additional information as it may become available.
No monthly update to narrative.", 
30531-33,3,Transdev Alternative Services,Monthly Update,9,2021,Sep-21,SADHW2S14M1, ,N/A,Jaguar,I-Pace, ,2021, ,09f6e9bd642f040,5471, ,"Other, see Narrative",,Y, ,Yes,ADS,Waymo LLC., , , , ,Y, , , ,,Aug-21, ,Aug-21,16:48, ,67a8aed333e7a9d,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,,Y,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,1, ,Y, , , , , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"No update to narrative. Please refer to Transdev report - TransdevAl-202108[XXX]-0 (rev.202108[XXX]111749) submitted on Aug, 4th, 2021.", 
30415-1317,1,NAVYA Inc.,1-Day,,,Sep-21,,Y,,NAVYA,Arma , ,2016, , ,,Y,Consumer,4.11.3, , ,Yes,ADS,, , , , ,Y, , , ,,Sep-21, ,Sep-21,16:43, , ,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Orlando, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,No,Stopped,No,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,No Passengers in Vehicle,,Y, , , , , , , , , ,Y, , , , , , , ,Y, ,No,, ,Yes,, ,, ,, ,Yes, ,"Shuttle P115 (Vin#VG9A2CB2CIV[XXX]) Shuttle was operating autonomously on route when it approached a pallet in the roadway. The shuttle made contact with the pallet prior to the attendant stopping the shuttle.According to Beep, the pallet height was just below that of the bottom most front LiDAR sensor.no severe damage, only light scratches on the underside of the shuttle grill.Beep was not able to provide any additional information, they did not take any photos of the pallet or UI events interface at the time of the incident.                                                                                                                                                                                                      ", 
30490-1314,1,"Beep, Inc.",Monthly,9,2021,Sep-21,1L9L0CAL6JA, ,N/A,Local Motors,Olli 1.0, ,2019, ,89f8993ae749784,0, ,In-Vehicle (Commercial / Test),Olli 1.0, , ,Yes,ADS,"Beep, Inc.", , , , , , , ,Y,Command Center,Aug-21, ,Aug-21,17:00, ,baeffc44f80381e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mammoth, ,WY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,15, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , , , , ,Y, , , , ,Proceeding Straight,No,No,No Passengers in Vehicle,7, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,Yes,National Park Service, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,"No, see Narrative", ,"A Local Motors electric Olli shuttle (V1.0), VIN equipped with the Robotic Research autonomy kit (enabling autonomous steering, acceleration, deceleration, and braking (AutoDrive)), was proceeding forward in autonomous mode through a parking lot in Yellowstone National Park. A parked passenger vehicle began reversing into the path of the Olli without signaling or yielding the right of way to oncoming shuttle. The autonomy system detected the encroaching vehicle and commanded a braking event, which began deceleration of the Olli.  Though the Olli was nearly stopped by the time the of the accident, a collision still occurred, causing damage to the right rear of the passenger vehicle.  For reference this incident is under review with the Box-7 Team at NHTSA.", 
30270-1312,1,Waymo LLC,Monthly,8,2021,Sep-21,SADHW2S1XM1, ,N/A,Jaguar,I-Pace, ,2021, ,80e3ad40ec485bc,5582, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-21, ,Aug-21,7:30, ,d5901cab90a4303,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Passing,Unknown,Unknown, , , , , , , ,Y, , , ,Entering Traffic,No,No,Yes,8, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 7:30 AM PDT, a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup near the intersection of [XXX] at [XXX]. The Waymo AV was stopped near the end of [XXX] toward [XXX] after having executed a pull-over in autonomous mode, at which time the operator of the Waymo AV took manual control of the Waymo AV and proceeded into the driving lane. The Waymo AV then made contact with the right rear fender of a pickup passing the Waymo AV on the left side. Both vehicles incurred minor damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30270-1310,1,Waymo LLC,Monthly,8,2021,Sep-21,SADHW2S13M1, ,N/A,Jaguar,I-Pace, ,2021, ,016d002b046c9c8,2500, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-21, ,Aug-21,8:04, ,c882936e5c7827a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight, , ,Y, , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , , , , ,Proceeding Straight,No,No,Yes,2, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 8:04 AM PDT, a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco was in a collision involving a van at [XXX] and [XXX]. While in manual mode and traveling northwest on [XXX], the Waymo AV was approaching slower lead traffic at the stop sign intersection at [XXX]. As the Waymo AV's operator (in the driver's seating position) slowed the Waymo AV, a van made contact with the rear of the Waymo AV. The Waymo AV sustained minor damage to the underside of its rear bumper; the van did not appear to sustain damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30270-1311,1,Waymo LLC,Monthly,8,2021,Sep-21,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,f6ce80fd458f116,2466, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-21, ,Aug-21,16:15, ,93ff2213b39d943,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 4:15 PM PDT, a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco was in a collision involving a pickup at [XXX] and [XXX]. The Waymo AV was stopped at a red light in autonomous mode when the pickup behind the Waymo AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The pickup appeared to sustain minor scuffing.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30412-1293,1,Cruise LLC,Monthly,8,2021,Sep-21,5G21A6P02L4, ,N/A,Chevrolet,Bolt, ,2020, ,dc64b32fa4888fb,24248, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise, , , , , ,Y, , ,,Aug-21, ,Aug-21,12:58, ,acb2202379721d7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,No,Yes,22, ,Y,Y, , , , , , , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling westbound on [XXX]. As the Cruise AV was in the intersection with [XXX], a silver Toyota Tundra traveling northbound on [XXX] failed to yield and continued to enter the intersection. The AVTO disengaged from autonomous mode; nevertheless the Toyota made contact with the Cruise AV's left rear panel and damaged the rear left bumper. There were no injuries and police were not called. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y
30830-1297,1,Local Motors Industries,Monthly,9,2021,Sep-21,1L9L0CAL6JA, ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],OLLI,1, ,2019, ,89f8993ae749784,,Y,In-Vehicle (Commercial / Test),Robotic Research Autodrive, , ,Yes,ADS,BEEP, , , , , ,Y, ,Y,Testing under Box-7,Aug-21, ,Aug-21,,Y,baeffc44f80381e,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,WY ,,Y,Parking Lot,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , , , , ,Y, , ,Y, ,Proceeding Straight,No,No,No Passengers in Vehicle,6, , , , , , , , , ,Y,Y, ,Y,Y, , ,Y, , , ,Yes,Yellowstone Park ranger, ,Yes,,Y,,Y,,Y,Yes, ,"A Local Motors electric Olli shuttle (V1.0), equipped with the Robotic 
Research autonomy kit (enabling autonomous steering, acceleration, 
deceleration, and braking (AutoDrive)), was proceeding forward in autonomous 
mode through a parking lot in Yellowstone National Park. A parked passenger 
vehicle began reversing into the path of the Olli without signaling or yielding the right of way to the oncoming shuttle. The autonomy system detected the encroaching vehicle and commanded a braking event, which began deceleration of the Olli.  Though the Olli was nearly stopped by the time the of the accident, a collision still occurred, causing damage to the right rear of the passenger vehicle.  For reference this incident is under review with the Box-7 Team at NHTSA.", 
30290-1279,1,Argo AI,Monthly,9,2021,Sep-21,3FA6P0MU4KR, ,N/A,Ford,Fusion, ,2019, ,6d525d9e8ed29e1,9783, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Aug-21, ,Aug-21,8:10, ,ab78822ba620852,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Backing,No,No,Y, , , , , , , , , , ,Stopped,No,No,Yes,0, , , , , , , , , ,Y, , , ,Y, , ,Y,Y, , ,Yes,Miami Beach PD, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30690-1286,1,Robotic Research,Monthly,9,2021,Sep-21,,Y,,Local Motors,Olli, ,2019, , ,1821, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Beep, , , , ,Y, , , ,,Aug-21, ,Aug-21,20:00, , ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Yellowstone National Park, ,WY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,15, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , , , , ,Y, , ,Y, ,Proceeding Straight,No,No,No Passengers in Vehicle,8, , , , , , , , , ,Y,Y, ,Y, , , ,Y, , , ,Yes,U.S. National Park Service, ,Yes,,Y,,Y,,Y,Yes, ,"A Local Motors electric Olli shuttle (V1.0) (VIN Number [XXX]), equipped with the Robotic
Research autonomy kit (enabling autonomous steering, acceleration,
deceleration, and braking (AutoDrive)), was proceeding forward in autonomous
mode through a parking lot in Yellowstone National Park. A parked passenger
vehicle began reversing into the path of the Olli without signaling or yielding the right of way to
oncoming shuttle. The autonomy system detected the encroaching vehicle and commanded a braking
event, which began deceleration of the Olli. Though the Olli was nearly stopped
by the time the of the accident, a collision still occurred, causing damage
to the right rear of the passenger vehicle. The safety operator inside the
Olli also pulled the handbrake when they became aware of the oncoming
collision, but this was not performed in time to avoid the collision. For
reference this incident is under review with the Box-7 Team at NHTSA.", 
30610-1281,1,"Zoox, Inc.",Monthly,9,2021,Sep-21,5TDDCRFH8GS, ,N/A,Toyota,Highlander, ,2019, ,cd789207da93b65,50694, ,In-Vehicle (Commercial / Test),28.21.09.02, , ,Yes,ADS,Zoox, , , , , ,Y, , ,,Sep-21, ,Sep-21,8:02, ,19817d09a00fa8f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,No,Making Right Turn,No,No, , , , , , , , ,Y, , ,Making Right Turn,No,No,Yes,5, , , ,Y, , , , , , , , ,Y, ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,"No, see Narrative", ,A Zoox vehicle in autonomous mode was making a right turn onto [XXX] from [XXX] when a passenger vehicle in the left adjacent turn lane encroached into the Zoox vehicle's lane and made contact with the left bumper and sensors of the Zoox vehicle. There were no injuries and the police were not called.                        , 
