caseyear,state,st_case,statename,ve_total,ve_forms,pvh_invl,peds,pernotmvit,permvit,persons,county,countyname,city,cityname,day,month,monthname,year,day_week,day_weekname,hour,hourname,minute,minutename,nhs,nhsname,rur_urb,rur_urbname,func_sys,func_sysname,rd_owner,rd_ownername,route,routename,tway_id,tway_id2,milept,mileptname,latitude,latitudename,longitud,longitudname,sp_jur,sp_jurname,harm_ev,harm_evname,man_coll,man_collname,reljct1,reljct1name,reljct2,reljct2name,typ_int,typ_intname,wrk_zone,wrk_zonename,road_fnc,road_fncname,rel_road,rel_roadname,lgt_cond,lgt_condname,weather1,weather1name,weather2,weather2name,weather,weathername,sch_bus,sch_busname,rail,railname,not_hour,not_hourname,not_min,not_minname,arr_hour,arr_hourname,arr_min,arr_minname,hosp_hr,hosp_hrname,hosp_mn,hosp_mnname,cf1,cf1name,cf2,cf2name,cf3,cf3name,fatals,drunk_dr
2016,1,10032,Alabama,2,2,0,0,0,4,4,117,SHELBY (117),350,BIRMINGHAM,21,1,January,2016,5,Thursday,7,7:00am-7:59am,30,30,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street - Municipality,CAHABA VALLEY RD,,0,None,33.46345833,33.46345833,-86.641886110,-86.641886110,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,7,7:00am-7:59am,34,34,7,7:00am-7:59am,41,41,8,8:00am-8:59am,32,32,0,None,0,None,0,None,1,0
2016,1,10033,Alabama,2,2,0,0,0,3,3,101,MONTGOMERY (101),2130,MONTGOMERY,21,1,January,2016,5,Thursday,7,7:00am-7:59am,48,48,0,This section IS NOT on the NHS,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,6,Local Street - Municipality,ATLANTA HWY,N TAYLOR RD,0,None,32.38260278,32.38260278,-86.173397220,-86.173397220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,7,7:00am-7:59am,59,59,8,8:00am-8:59am,10,10,8,8:00am-8:59am,20,20,0,None,0,None,0,None,1,0
2016,1,10034,Alabama,2,2,0,0,0,4,4,83,LIMESTONE (83),0,NOT APPLICABLE,22,1,January,2016,6,Friday,16,4:00pm-4:59pm,40,40,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-53,,3389,3389,34.97634444,34.97634444,-86.804986110,-86.804986110,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,43,43,16,4:00pm-4:59pm,51,51,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10035,Alabama,2,2,0,0,0,3,3,3,BALDWIN (3),2355,ORANGE BEACH,22,1,January,2016,6,Friday,14,2:00pm-2:59pm,44,44,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-182,,130,130,30.26755833,30.26755833,-87.595402780,-87.595402780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,8,Driveway Access Related,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,14,2:00pm-2:59pm,50,50,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10036,Alabama,1,1,0,1,1,1,1,125,TUSCALOOSA (125),3050,TUSCALOOSA,23,1,January,2016,7,Saturday,18,6:00pm-6:59pm,54,54,1,This section IS ON the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR 6,,540,540,33.16626944,33.16626944,-87.525480560,-87.525480560,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,19,7:00pm-7:59pm,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10037,Alabama,1,1,0,0,0,1,1,13,BUTLER (13),0,NOT APPLICABLE,25,1,January,2016,2,Monday,13,1:00pm-1:59pm,30,30,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,2,U.S. Highway,US-SR 3,,1245,1245,31.65504722,31.65504722,-86.712250000,-86.712250000,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,13,1:00pm-1:59pm,40,40,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10038,Alabama,2,2,0,0,0,2,2,21,CHILTON (21),0,NOT APPLICABLE,26,1,January,2016,3,Tuesday,12,12:00pm-12:59pm,15,15,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR 6,,1110,1110,32.70844167,32.70844167,-86.821977780,-86.821977780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,21,21,12,12:00pm-12:59pm,42,42,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10039,Alabama,1,1,0,1,1,4,4,43,CULLMAN (43),0,NOT APPLICABLE,27,1,January,2016,4,Wednesday,15,3:00pm-3:59pm,25,25,0,This section IS NOT on the NHS,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-8,,0,None,33.99765556,33.99765556,-86.934538890,-86.934538890,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,16,4:00pm-4:59pm,0,0,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10040,Alabama,2,2,0,0,0,3,3,117,SHELBY (117),530,CALERA,27,1,January,2016,4,Wednesday,16,4:00pm-4:59pm,39,39,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-25,CR-42,1236,1236,33.13842222,33.13842222,-86.689452780,-86.689452780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,42,42,16,4:00pm-4:59pm,56,56,17,5:00pm-5:59pm,43,43,0,None,0,None,0,None,1,0
2016,1,10041,Alabama,3,3,0,0,0,9,9,125,TUSCALOOSA (125),3050,TUSCALOOSA,28,1,January,2016,5,Thursday,7,7:00am-7:59am,41,41,0,This section IS NOT on the NHS,2,Urban,7,Local,4,City or Municipal Highway Agency,6,Local Street - Municipality,RICE MINE LOOP,,0,None,33.22455000,33.22455000,-87.532475000,-87.532475000,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,7,7:00am-7:59am,50,50,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10042,Alabama,2,2,0,0,0,3,3,19,CHEROKEE (19),0,NOT APPLICABLE,30,1,January,2016,7,Saturday,19,7:00pm-7:59pm,35,35,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-68,CR-3,241,241,34.23925833,34.23925833,-85.811097220,-85.811097220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,19,7:00pm-7:59pm,41,41,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
2016,1,10043,Alabama,1,1,0,0,0,1,1,91,MARENGO (91),0,NOT APPLICABLE,31,1,January,2016,1,Sunday,3,3:00am-3:59am,45,45,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-13,,1072,1072,32.13339444,32.13339444,-87.782094440,-87.782094440,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,5,Outside Trafficway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,4,4:00am-4:59am,15,15,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2016,1,10044,Alabama,1,1,0,0,0,2,2,77,LAUDERDALE (77),0,NOT APPLICABLE,2,2,February,2016,3,Tuesday,14,2:00pm-2:59pm,5,5,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,2,County Highway Agency,4,County Road,CR-2,,0,None,34.78961667,34.78961667,-87.753269440,-87.753269440,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,14,2:00pm-2:59pm,19,19,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10045,Alabama,1,1,0,0,0,1,1,55,ETOWAH (55),190,ATTALLA,7,2,February,2016,1,Sunday,17,5:00pm-5:59pm,15,15,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-59,,1807,1807,33.99122500,33.99122500,-86.092005560,-86.092005560,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,3,On Median,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,30,30,17,5:00pm-5:59pm,33,33,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10046,Alabama,2,1,1,0,1,2,3,101,MONTGOMERY (101),2130,MONTGOMERY,7,2,February,2016,1,Sunday,6,6:00am-6:59am,15,15,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-85,,120,120,32.36825000,32.36825000,-86.121275000,-86.121275000,0,No Special Jurisdiction,14,"Parked Motor Vehicle ",0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,2,On Shoulder,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,6,6:00am-6:59am,36,36,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10047,Alabama,2,2,0,0,0,3,3,73,JEFFERSON (73),330,BESSEMER,13,2,February,2016,7,Saturday,0,0:00am-0:59am,53,53,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-459,,68,68,33.33825833,33.33825833,-86.923486110,-86.923486110,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,59,59,1,1:00am-1:59am,6,6,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
2016,1,10048,Alabama,3,3,0,0,0,4,4,89,MADISON (89),1970,MADISON,12,2,February,2016,6,Friday,14,2:00pm-2:59pm,22,22,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-565,WALL TRIANA HWY,89,89,34.67140833,34.67140833,-86.756997220,-86.756997220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",1,Yes,18,Through Roadway,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,22,22,14,2:00pm-2:59pm,29,29,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10049,Alabama,2,2,0,0,0,5,5,87,MACON (87),0,NOT APPLICABLE,14,2,February,2016,1,Sunday,11,11:00am-11:59am,47,47,1,This section IS ON the NHS,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-85,,445,445,32.50567778,32.50567778,-85.606333330,-85.606333330,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,12,12:00pm-12:59pm,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10050,Alabama,2,2,0,0,0,2,2,15,CALHOUN (15),0,NOT APPLICABLE,12,2,February,2016,6,Friday,5,5:00am-5:59am,40,40,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-20,,1904,1904,33.61401389,33.61401389,-85.747147220,-85.747147220,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10051,Alabama,2,2,0,0,0,3,3,117,SHELBY (117),1716,HOOVER,27,1,January,2016,4,Wednesday,18,6:00pm-6:59pm,27,27,0,This section IS NOT on the NHS,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-119,BROOK HIGHLAND PKWY,284,284,33.42600556,33.42600556,-86.668538890,-86.668538890,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,18,6:00pm-6:59pm,31,31,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10052,Alabama,1,1,0,1,1,3,3,7,BIBB (7),460,BRENT,30,1,January,2016,7,Saturday,1,1:00am-1:59am,25,25,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-5,,860,860,32.94237500,32.94237500,-87.175772220,-87.175772220,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,1,1:00am-1:59am,33,33,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10053,Alabama,1,1,0,0,0,1,1,95,MARSHALL (95),0,NOT APPLICABLE,31,1,January,2016,1,Sunday,18,6:00pm-6:59pm,45,45,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,2,County Highway Agency,4,County Road,CR-ONEONTA CUT OFF RD,,0,None,34.27140278,34.27140278,-86.284261110,-86.284261110,0,No Special Jurisdiction,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,52,52,18,6:00pm-6:59pm,57,57,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2016,1,10054,Alabama,2,2,0,0,0,2,2,43,CULLMAN (43),0,NOT APPLICABLE,1,2,February,2016,2,Monday,22,10:00pm-10:59pm,25,25,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-157,PINE HILL RD,70,70,34.21828611,34.21828611,-86.895419440,-86.895419440,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,2,Intersection,3,T-Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10055,Alabama,2,2,0,0,0,3,3,73,JEFFERSON (73),1850,LEEDS,3,2,February,2016,4,Wednesday,18,6:00pm-6:59pm,40,40,1,This section IS ON the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR 4,,1138,1138,33.54280000,33.54280000,-86.559691670,-86.559691670,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,40,40,18,6:00pm-6:59pm,46,46,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10056,Alabama,1,1,0,0,0,1,1,49,DEKALB (49),0,NOT APPLICABLE,3,2,February,2016,4,Wednesday,0,0:00am-0:59am,30,30,0,This section IS NOT on the NHS,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-1,,0,None,34.21377778,34.21377778,-86.090758330,-86.090758330,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,6,6:00am-6:59am,50,50,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2016,1,10057,Alabama,2,2,0,0,0,3,3,51,ELMORE (51),2063,MILLBROOK,4,2,February,2016,5,Thursday,21,9:00pm-9:59pm,50,50,0,This section IS NOT on the NHS,2,Urban,7,Local,1,State Highway Agency,3,State Highway,SR-14,I-65,1578,1578,32.48930833,32.48930833,-86.408461110,-86.408461110,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",1,Yes,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,21,9:00pm-9:59pm,55,55,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10058,Alabama,1,1,0,0,0,1,1,79,LAWRENCE (79),0,NOT APPLICABLE,6,2,February,2016,7,Saturday,18,6:00pm-6:59pm,15,15,0,This section IS NOT on the NHS,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-200,,0,None,34.38321389,34.38321389,-87.120816670,-87.120816670,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,50,50,18,6:00pm-6:59pm,50,50,88,"Not Applicable (Not Transported) ",88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2016,1,10059,Alabama,3,3,0,0,0,3,3,97,MOBILE (97),2100,MOBILE,6,2,February,2016,7,Saturday,16,4:00pm-4:59pm,22,22,0,This section IS NOT on the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR 16,,240,240,30.66925833,30.66925833,-88.103144440,-88.103144440,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,8,Driveway Access Related,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,16,4:00pm-4:59pm,28,28,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
2016,1,10060,Alabama,2,2,0,0,0,3,3,43,CULLMAN (43),0,NOT APPLICABLE,7,2,February,2016,1,Sunday,15,3:00pm-3:59pm,23,23,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-69,,2243,2243,33.95832222,33.95832222,-87.005105560,-87.005105560,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,30,30,15,3:00pm-3:59pm,47,47,16,4:00pm-4:59pm,6,6,0,None,0,None,0,None,2,0
2016,1,10061,Alabama,3,3,0,0,0,5,5,101,MONTGOMERY (101),2130,MONTGOMERY,8,2,February,2016,2,Monday,16,4:00pm-4:59pm,10,10,0,This section IS NOT on the NHS,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,6,Local Street - Municipality,ATLANTA HWY,OLDFIELD RD,0,None,32.37947500,32.37947500,-86.157077780,-86.157077780,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",6,"Angle ",0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,16,4:00pm-4:59pm,19,19,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10062,Alabama,1,1,0,0,0,1,1,51,ELMORE (51),0,NOT APPLICABLE,9,2,February,2016,3,Tuesday,16,4:00pm-4:59pm,17,17,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-111,,96,96,32.63058056,32.63058056,-86.300705560,-86.300705560,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,16,4:00pm-4:59pm,28,28,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10063,Alabama,4,4,0,0,0,4,4,89,MADISON (89),1730,HUNTSVILLE,22,3,March,2016,3,Tuesday,20,8:00pm-8:59pm,28,28,1,This section IS ON the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR UNIVERSITY DR,JORDAN LANE,950,950,34.73503889,34.73503889,-86.627300000,-86.627300000,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",1,"Front-to-Rear ",0,No,3,"Intersection-Related ",2,Four-Way Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,28,28,20,8:00pm-8:59pm,32,32,20,8:00pm-8:59pm,48,48,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,None,0,None,1,1
2016,1,10064,Alabama,2,2,0,0,0,3,3,73,JEFFERSON (73),0,NOT APPLICABLE,27,2,February,2016,7,Saturday,21,9:00pm-9:59pm,2,2,0,This section IS NOT on the NHS,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-SMITH CAMP RD,,0,None,33.50320000,33.50320000,-87.245363890,-87.245363890,0,No Special Jurisdiction,12,"Motor Vehicle In-Transport ",8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,21,9:00pm-9:59pm,9,9,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,2
2016,1,10065,Alabama,2,2,0,1,1,3,3,3,BALDWIN (3),0,NOT APPLICABLE,11,2,February,2016,5,Thursday,1,1:00am-1:59am,5,5,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-SR 3,,88,88,30.71989444,30.71989444,-87.801730560,-87.801730560,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,1,1:00am-1:59am,7,7,1,1:00am-1:59am,10,10,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2016,1,10066,Alabama,1,1,0,0,0,1,1,89,MADISON (89),0,NOT APPLICABLE,7,2,February,2016,1,Sunday,19,7:00pm-7:59pm,25,25,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-SR 1,KNOWLEDGE DR,3499,3499,34.93386389,34.93386389,-86.571805560,-86.571805560,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,"Intersection-Related ",2,Four-Way Intersection,0,None,,,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,19,7:00pm-7:59pm,34,34,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
